Rk,Team,Date,SCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
859,Cagliari,2025-02-09,26,,Parma,it Serie A,W 2-1,2,1,+1,39,1,0,0,0,26,24,1,0,1,0,0,Match Report
860,Cagliari,2024-11-09,26,,Milan,it Serie A,D 3-3,3,3,0,45,3,0,0,0,26,19,2,2,3,0,0,Match Report
861,Lille,2025-03-15,26,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,26,25,0,0,1,0,0,Match Report
862,Lille,2024-09-21,26,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,26,18,1,2,3,1,1,Match Report
863,Brentford,2025-02-21,26,@,Leicester City,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,26,19,2,1,2,2,0,Match Report
864,Chelsea,2024-12-01,26,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,26,17,2,1,3,0,3,Match Report
865,Chelsea,2024-11-23,26,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,26,20,1,1,3,0,1,Match Report
866,Napoli,2025-01-25,26,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,26,17,3,1,2,2,1,Match Report
867,Napoli,2025-01-12,26,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,26,16,3,3,2,1,1,Match Report
868,Lyon,2025-02-23,26,,Paris S-G,fr Ligue 1,L 2-3,2,3,-1,35,2,0,0,0,26,21,1,1,3,0,0,Match Report
869,Inter,2025-03-16,26,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,26,23,2,0,0,1,0,Match Report
870,Nantes,2025-02-07,26,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,26,20,4,0,1,1,0,Match Report
871,Milan,2025-01-26,26,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,26,20,1,1,2,2,0,Match Report
872,Milan,2024-09-27,26,,Lecce,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,26,16,1,3,4,1,1,Match Report
873,Valencia,2024-12-13,26,@,Valladolid,es La Liga,L 0-1,0,1,-1,67,0,0,0,0,26,22,1,0,2,1,0,Match Report
874,Juventus,2025-02-23,26,@,Cagliari,it Serie A,W 1-0,1,0,+1,60,1,0,0,0,26,22,1,2,1,0,0,Match Report
875,Real Sociedad,2025-02-09,26,,Espanyol,es La Liga,W 2-1,2,1,+1,68,2,0,0,0,26,21,2,1,0,2,0,Match Report
876,Real Sociedad,2024-12-15,26,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,26,19,1,2,3,0,1,Match Report
877,Real Sociedad,2024-09-17,26,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,26,22,2,1,0,1,0,Match Report
878,Nott'ham Forest,2024-10-06,26,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,26,18,2,1,3,1,1,Match Report
879,Nott'ham Forest,2024-08-17,26,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,26,22,1,0,3,0,0,Match Report
880,Parma,2024-08-31,26,@,Napoli,it Serie A,L 1-2,1,2,-1,45,0,1,1,0,26,24,0,0,0,2,0,Match Report
881,Eint Frankfurt,2025-01-11,26,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,26,22,1,2,1,0,0,Match Report
882,Monaco,2025-01-10,26,@,Nantes,fr Ligue 1,D 2-2,2,2,0,68,2,0,0,0,26,21,2,0,2,1,0,Match Report
883,Fulham,2024-12-22,26,,Southampton,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,26,23,0,2,0,0,1,Match Report
884,Fulham,2024-12-01,26,@,Tottenham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,26,18,3,2,3,0,0,Match Report
885,Lecce,2024-10-29,26,,Hellas Verona,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,26,15,3,1,2,5,0,Match Report
886,Lecce,2024-09-21,26,,Parma,it Serie A,D 2-2,2,2,0,39,2,0,0,0,26,22,0,0,1,1,2,Match Report
887,Hoffenheim,2024-09-14,25,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,25,17,3,1,2,1,1,Match Report
888,Osasuna,2024-08-24,25,,Mallorca,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,25,15,5,0,4,1,0,Match Report
889,Udinese,2024-10-30,25,@,Venezia,it Serie A,L 2-3,2,3,-1,43,2,0,0,0,25,16,3,1,2,1,2,Match Report
890,Augsburg,2024-09-01,25,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,25,18,4,0,2,1,0,Match Report
891,Torino,2025-03-02,25,@,Monza,it Serie A,W 2-0,2,0,+2,47,2,0,0,0,25,24,0,0,1,0,0,Match Report
892,Nice,2024-12-01,25,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,25,21,0,2,2,0,0,Match Report
893,Nice,2024-10-20,25,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,25,20,3,1,1,0,0,Match Report
894,Nice,2024-09-28,25,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,25,13,2,2,2,4,2,Match Report
895,Valladolid,2024-09-27,25,,Mallorca,es La Liga,L 1-2,1,2,-1,51,1,0,0,0,25,24,0,0,1,0,0,Match Report
896,Valladolid,2024-09-21,25,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,25,13,3,2,2,3,2,Match Report
897,Arsenal,2025-04-05,25,@,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,25,15,3,2,3,2,0,Match Report
898,Arsenal,2024-12-14,25,,Everton,eng Premier League,D 0-0,0,0,0,76,0,0,0,0,25,21,2,1,1,0,0,Match Report
899,Heidenheim,2025-03-16,25,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,25,20,1,1,3,0,0,Match Report
900,Heidenheim,2025-01-15,25,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,25,18,2,2,2,1,0,Match Report
901,Heidenheim,2024-10-06,25,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,25,16,5,1,2,1,0,Match Report
902,Manchester Utd,2025-04-06,25,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,25,21,1,1,1,1,0,Match Report
903,Manchester Utd,2024-11-10,25,,Leicester City,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,25,21,1,1,1,1,0,Match Report
904,Bologna,2025-03-29,25,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,25,20,3,1,0,1,0,Match Report
905,Bologna,2025-01-15,25,@,Inter,it Serie A,D 2-2,2,2,0,52,2,0,0,0,25,20,1,1,1,1,1,Match Report
906,Bologna,2025-01-12,25,,Roma,it Serie A,D 2-2,2,2,0,54,1,1,1,0,25,21,2,0,1,0,1,Match Report
907,Bologna,2024-11-10,25,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,25,18,2,2,2,1,0,Match Report
908,Montpellier,2025-03-02,25,,Rennes,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,25,21,2,0,0,1,1,Match Report
909,Montpellier,2025-02-23,25,@,Nice,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,25,18,2,0,1,3,1,Match Report
910,Como,2024-10-31,25,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,25,21,2,1,0,1,0,Match Report
911,Villarreal,2025-02-15,25,,Valencia,es La Liga,D 1-1,1,1,0,50,1,0,0,0,25,20,2,1,1,1,0,Match Report
912,Holstein Kiel,2025-01-11,25,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,25,21,1,0,3,0,0,Match Report
913,Toulouse,2025-02-15,25,,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,25,15,6,0,2,2,0,Match Report
914,Fiorentina,2025-01-04,25,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,25,19,0,1,4,0,1,Match Report
915,Fiorentina,2024-08-17,25,@,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,25,20,0,3,2,0,0,Match Report
916,Crystal Palace,2025-01-04,25,,Chelsea,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,25,16,3,0,3,2,1,Match Report
917,Bournemouth,2025-02-15,25,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,25,17,2,3,3,0,0,Match Report
918,Bournemouth,2024-10-19,25,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,25,17,2,2,2,1,1,Match Report
919,Bournemouth,2024-09-30,25,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,25,20,1,1,1,1,1,Match Report
920,Real Madrid,2024-09-14,25,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,25,13,4,3,2,3,0,Match Report
921,Real Madrid,2024-08-18,25,@,Mallorca,es La Liga,D 1-1,1,1,0,66,1,0,0,0,25,23,1,1,0,0,0,Match Report
922,Le Havre,2025-02-02,25,@,Angers,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,25,17,3,2,2,1,0,Match Report
923,Werder Bremen,2025-03-29,25,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,25,19,3,0,1,2,0,Match Report
924,Genoa,2024-11-04,25,@,Parma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,25,16,3,0,4,1,1,Match Report
925,Genoa,2024-10-31,25,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,25,20,2,0,0,3,0,Match Report
926,Angers,2024-09-29,25,,Reims,fr Ligue 1,L 1-3,1,3,-2,53,1,0,0,0,25,18,3,1,1,1,1,Match Report
927,Getafe,2024-09-14,25,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,25,16,4,2,1,2,0,Match Report
928,Union Berlin,2024-08-24,25,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,25,19,2,0,3,0,1,Match Report
929,Reims,2024-10-20,25,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,25,20,1,2,1,1,0,Match Report
930,Aston Villa,2025-01-26,25,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,25,18,2,2,1,2,0,Match Report
931,Aston Villa,2024-11-23,25,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,25,15,2,1,5,1,1,Match Report
932,Girona,2024-12-14,25,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,25,23,2,0,0,0,0,Match Report
933,Rayo Vallecano,2024-12-14,25,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,25,19,1,0,3,2,0,Match Report
934,Rayo Vallecano,2024-09-16,25,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,25,22,0,1,1,1,0,Match Report
935,Rayo Vallecano,2024-08-31,25,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,25,16,4,2,0,3,0,Match Report
936,Mainz 05,2025-01-31,25,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,25,18,4,0,1,1,1,Match Report
937,Empoli,2025-03-29,25,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,25,20,0,2,2,1,0,Match Report
938,Freiburg,2024-10-05,25,@,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,25,18,0,4,2,0,1,Match Report
939,RB Leipzig,2025-03-15,25,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,25,19,2,2,2,0,0,Match Report
940,RB Leipzig,2024-10-06,25,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,25,23,1,1,0,0,0,Match Report
941,RB Leipzig,2024-08-24,25,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,25,20,3,0,2,0,0,Match Report
942,Sevilla,2024-08-23,25,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,25,13,3,3,3,2,1,Match Report
943,Venezia,2024-10-04,25,@,Hellas Verona,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,25,22,2,0,0,1,0,Match Report
944,Newcastle Utd,2025-01-04,25,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,25,19,3,0,3,0,0,Match Report
945,Rennes,2025-03-30,25,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,25,21,3,0,1,0,0,Match Report
946,Rennes,2025-03-08,25,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,32,1,0,0,0,25,22,1,0,0,1,1,Match Report
947,Ipswich Town,2025-03-08,25,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,25,14,2,2,5,1,1,Match Report
948,Ipswich Town,2024-10-19,25,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,25,18,2,2,0,3,0,Match Report
949,Cagliari,2025-01-05,25,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,25,15,4,1,1,3,1,Match Report
950,Cagliari,2024-12-22,25,@,Venezia,it Serie A,L 1-2,1,2,-1,68,1,0,0,0,25,15,4,2,3,1,0,Match Report
951,Leverkusen,2025-03-28,25,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,25,21,2,1,0,0,1,Match Report
952,Leverkusen,2024-10-26,25,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,25,18,3,1,1,2,0,Match Report
953,Lille,2025-02-08,25,,Le Havre,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,25,23,1,0,0,0,1,Match Report
954,Lille,2025-01-10,25,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,25,18,4,1,1,1,0,Match Report
955,Brentford,2024-11-30,25,,Leicester City,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,25,17,2,2,1,1,2,Match Report
956,Roma,2024-11-03,25,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,25,21,0,0,3,1,0,Match Report
957,Roma,2024-10-20,25,,Inter,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,25,18,3,1,2,1,0,Match Report
958,Roma,2024-08-18,25,@,Cagliari,it Serie A,D 0-0,0,0,0,57,0,0,0,0,25,19,2,0,1,3,0,Match Report
959,Chelsea,2024-09-01,25,,Crystal Palace,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,25,19,2,1,1,2,0,Match Report
960,Brighton,2024-09-22,25,,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,70,2,0,0,0,25,19,3,2,0,1,0,Match Report
961,Saint-Étienne,2024-10-19,25,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,25,10,6,2,4,3,0,Match Report
962,Saint-Étienne,2024-10-05,25,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,25,19,3,3,0,0,0,Match Report
963,Everton,2025-03-15,25,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,25,23,1,1,0,0,0,Match Report
964,Lyon,2024-11-01,25,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,25,18,3,1,2,1,0,Match Report
965,Inter,2025-03-30,25,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,25,18,1,4,1,1,0,Match Report
966,Inter,2024-08-17,25,@,Genoa,it Serie A,D 2-2,2,2,0,68,2,0,0,0,25,18,3,0,4,0,0,Match Report
967,Nantes,2024-12-08,25,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,25,17,1,4,2,1,0,Match Report
968,Atlético Madrid,2024-12-08,25,,Sevilla,es La Liga,W 4-3,4,3,+1,57,4,0,0,0,25,22,0,2,0,0,1,Match Report
969,Milan,2024-12-20,25,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,25,21,2,0,2,0,0,Match Report
970,Milan,2024-10-29,25,,Napoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,25,23,0,1,0,1,0,Match Report
971,Valencia,2024-12-18,25,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,25,21,2,1,1,0,0,Match Report
972,Juventus,2024-12-29,25,,Fiorentina,it Serie A,D 2-2,2,2,0,62,2,0,0,0,25,19,2,0,3,1,0,Match Report
973,Real Sociedad,2024-10-19,25,@,Girona,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,25,18,4,0,1,1,1,Match Report
974,Celta Vigo,2025-02-08,25,,Betis,es La Liga,W 3-2,3,2,+1,55,3,0,0,0,25,20,2,0,2,1,0,Match Report
975,Brest,2025-02-01,25,,Paris S-G,fr Ligue 1,L 2-5,2,5,-3,35,2,0,0,0,25,19,3,1,1,1,0,Match Report
976,Betis,2024-12-22,25,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,25,20,0,2,1,1,1,Match Report
977,Lens,2024-11-09,25,,Nantes,fr Ligue 1,W 3-2,3,2,+1,67,2,1,1,0,25,19,2,0,2,1,1,Match Report
978,Monaco,2025-03-07,25,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,25,21,2,0,2,0,0,Match Report
979,Monaco,2025-02-22,25,@,Lille,fr Ligue 1,L 1-2,1,2,-1,57,1,0,0,0,25,16,3,2,4,0,0,Match Report
980,Monaco,2024-12-18,25,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,40,1,1,1,0,25,18,0,4,1,2,0,Match Report
981,Las Palmas,2025-03-14,24,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,24,18,1,2,1,2,0,Match Report
982,Las Palmas,2024-09-01,24,@,Alavés,es La Liga,L 0-2,0,2,-2,70,0,0,0,0,24,18,2,2,1,1,0,Match Report
983,Hoffenheim,2025-03-29,24,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,24,17,1,1,4,1,0,Match Report
984,Hoffenheim,2024-12-15,24,@,Dortmund,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,24,20,3,0,0,1,0,Match Report
985,Osasuna,2024-09-21,24,,Las Palmas,es La Liga,W 2-1,2,1,+1,40,1,1,1,0,24,17,3,1,0,3,0,Match Report
986,Udinese,2024-10-19,24,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,24,18,2,1,1,1,1,Match Report
987,Bayern Munich,2025-03-08,24,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,24,20,2,0,1,1,0,Match Report
988,Bayern Munich,2024-11-09,24,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,75,1,0,0,0,24,21,0,0,1,1,1,Match Report
989,Augsburg,2024-11-10,24,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,24,14,4,1,3,1,1,Match Report
990,Torino,2024-12-13,24,@,Empoli,it Serie A,W 1-0,1,0,+1,41,1,0,0,0,24,17,1,3,3,0,0,Match Report
991,Nice,2025-02-02,24,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,46,0,1,1,0,24,16,2,1,2,3,0,Match Report
992,Nice,2024-12-07,24,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,24,13,1,1,4,3,2,Match Report
993,Valladolid,2024-10-05,24,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,24,17,3,2,0,2,0,Match Report
994,Arsenal,2025-01-15,24,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,24,19,2,0,2,0,1,Match Report
995,Arsenal,2025-01-01,24,@,Brentford,eng Premier League,W 3-1,3,1,+2,50,3,0,0,0,24,20,0,1,2,0,1,Match Report
996,Arsenal,2024-12-21,24,@,Crystal Palace,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,24,17,2,1,4,0,0,Match Report
997,Manchester Utd,2024-08-16,24,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,24,23,1,0,0,0,0,Match Report
998,Barcelona,2025-04-05,24,,Betis,es La Liga,D 1-1,1,1,0,73,1,0,0,0,24,19,0,1,2,2,0,Match Report
999,Barcelona,2025-03-16,24,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,24,21,1,2,0,0,0,Match Report
1000,Barcelona,2025-02-17,24,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,24,19,0,3,1,1,0,Match Report
1001,Barcelona,2024-09-25,24,,Getafe,es La Liga,W 1-0,1,0,+1,76,1,0,0,0,24,16,1,1,2,3,1,Match Report
1002,Barcelona,2024-08-24,24,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,24,18,1,2,0,3,0,Match Report
1003,Mallorca,2025-03-02,24,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,24,14,5,2,3,0,0,Match Report
1004,Mallorca,2025-02-24,24,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,24,17,5,0,1,0,1,Match Report
1005,Mallorca,2025-02-16,24,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,24,19,1,2,1,1,0,Match Report
1006,Mallorca,2024-09-27,24,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,24,16,2,2,3,0,1,Match Report
1007,Holstein Kiel,2025-01-18,24,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,24,18,2,2,1,1,0,Match Report
1008,Holstein Kiel,2024-08-31,24,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,54,0,0,0,0,24,18,2,2,1,1,0,Match Report
1009,Athletic Club,2025-01-19,24,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,24,21,1,1,1,0,0,Match Report
1010,Athletic Club,2024-12-21,24,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,24,19,2,3,0,0,0,Match Report
1011,Gladbach,2024-11-30,24,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,24,17,2,1,3,0,1,Match Report
1012,Southampton,2024-10-19,24,,Leicester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,24,15,5,1,3,0,0,Match Report
1013,Tottenham,2024-12-29,24,,Wolves,eng Premier League,D 2-2,2,2,0,48,2,0,1,1,24,15,4,2,1,1,1,Match Report
1014,Toulouse,2024-10-27,24,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,24,16,2,2,1,0,3,Match Report
1015,Fiorentina,2024-10-31,24,@,Genoa,it Serie A,W 1-0,1,0,+1,67,1,0,0,0,24,18,2,1,1,1,1,Match Report
1016,Fiorentina,2024-10-06,24,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,24,15,3,3,0,3,0,Match Report
1017,Crystal Palace,2024-12-21,24,,Arsenal,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,24,18,2,0,2,2,0,Match Report
1018,Crystal Palace,2024-12-15,24,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,24,18,3,1,2,0,0,Match Report
1019,Bournemouth,2024-08-17,24,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,24,19,2,0,1,1,1,Match Report
1020,Wolfsburg,2025-03-15,24,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,24,19,2,0,1,2,0,Match Report
1021,Wolfsburg,2024-08-31,24,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,46,2,0,0,0,24,14,4,1,1,4,0,Match Report
1022,Real Madrid,2024-12-14,24,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,24,20,2,0,1,1,0,Match Report
1023,Stuttgart,2025-02-28,24,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,24,23,1,0,0,0,0,Match Report
1024,Auxerre,2025-03-02,24,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,24,16,2,2,3,1,0,Match Report
1025,Le Havre,2025-03-16,24,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,24,15,4,2,0,3,0,Match Report
1026,Le Havre,2025-02-16,24,,Nice,fr Ligue 1,L 1-3,1,3,-2,49,1,0,0,0,24,16,3,2,1,2,0,Match Report
1027,Le Havre,2024-08-24,24,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,24,11,4,2,2,3,2,Match Report
1028,Werder Bremen,2025-01-25,24,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,24,21,0,0,1,2,0,Match Report
1029,Genoa,2024-12-01,24,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,24,16,2,0,1,4,1,Match Report
1030,Angers,2025-02-22,24,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,24,17,1,2,2,2,0,Match Report
1031,Lazio,2024-12-21,24,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,24,20,0,1,2,1,0,Match Report
1032,Lazio,2024-11-10,24,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,24,17,1,3,3,0,0,Match Report
1033,Lazio,2024-10-31,24,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,24,17,1,1,3,2,0,Match Report
1034,Lazio,2024-09-16,24,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,24,17,1,3,1,0,2,Match Report
1035,Getafe,2024-10-27,24,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,24,16,3,0,2,3,0,Match Report
1036,Union Berlin,2024-12-06,24,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,24,13,6,1,2,2,0,Match Report
1037,West Ham,2025-02-15,24,,Brentford,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,24,15,2,2,3,2,0,Match Report
1038,Liverpool,2025-04-06,24,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,24,18,2,1,1,1,1,Match Report
1039,Wolves,2025-01-15,24,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,24,19,2,2,0,1,0,Match Report
1040,Wolves,2024-12-14,24,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,24,18,2,2,2,0,0,Match Report
1041,Wolves,2024-09-15,24,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,24,18,0,5,0,0,1,Match Report
1042,Alavés,2025-03-29,24,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,24,17,3,1,1,1,1,Match Report
1043,Girona,2024-11-02,24,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,24,19,0,2,1,1,1,Match Report
1044,Atalanta,2024-12-28,24,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,24,18,1,1,3,0,1,Match Report
1045,Atalanta,2024-09-15,24,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,24,20,0,4,0,0,0,Match Report
1046,Mainz 05,2025-04-05,24,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,24,20,2,0,0,2,0,Match Report
